as,org_name,country,category,sub_category
140773,THIEN CO MANUFACTURING TRADING SERVICES JOINT STOCK COMPANY,VN,Construction and Real Estate,Buildings (Residential or Commercial)
140774,VIET NAM UNIFIED COMMUNICATIONS CORPORATION,VN,"Retail Stores, Wholesale, and E-commerce Sites",
140775,GLOBAL INFORMATICS TELECOMMUNICATIONS JOINT STOCK COMPANY,VN,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
140776,247 SCRAP TRADE JOINT STOCK COMPANY,VN,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140777,VNCOIN247 CORPORATION,VN,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
140778,MINH HIEN SOLUTIONS COMPANY LIMITED,VN,Service,"Law, Business, and Consulting Services"
140779,VINA-BISON INTERNATIONAL TRADING COMPANY LIMITED,VN,"Retail Stores, Wholesale, and E-commerce Sites",
140780,THAI AN INFORMATION TECHNOLOGY JOINT STOCK COMPANY,VN,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
140781,VIET HOSTING COMPANY LIMITED,VN,Computer and Information Technology,Internet Service Provider (ISP)
140782,"424 De La Thanh, O Cho Dua Ward, Dong Da District, Ha Noi City",VN,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
140783,NAMEDIA INTERNATIONAL TECHNOLOGY COMPANY LIMITED,VN,Computer and Information Technology,Software Development
140784,VIET DIGITAL SOLUTIONS JOINT STOCK COMPANY,VN,,
140785,VINCOMMERCE GENERAL COMMERCIAL SERVICES JOINT STOCK COMPANY,VN,Service,"Law, Business, and Consulting Services"
140786,Department of Information and Communications of Thai Binh Province,VN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140787,LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED,VN,,
140788,Catiedu Online Training Academy Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
140789,DIGITAL TELECOMMUNICATIONS INFRASTRUCTURE JOINT STOCK COMPANY,VN,,
140790,CLOUDCORE JOINT STOCK COMPANY,VN,Computer and Information Technology,Internet Service Provider (ISP)
140791,BKHOST TECHNOLOGY VIETNAM JOINT STOCK COMPANY,VN,,
140792,IT VILAS VIET NAM JOINT STOCK COMPANY,VN,Construction and Real Estate,
140793,VIET NAM GALAXY DIGITAL TECHNOLOGY COMPANY LIMITED,VN,,
140794,Ha Tinh Department of Information and Communications,VN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140795,,VN,Computer and Information Technology,Software Development
140796,"U14b-16a, 22 street, Tan Thuan, Tan Thuan Dong Ward, 7 District, HCM City",VN,Computer and Information Technology,Internet Service Provider (ISP)
140797,EXA COMPANY LIMITED,VN,,
140798,"BAO NAM HOLDINGS., JSC",VN,Computer and Information Technology,Internet Service Provider (ISP)
140799,VIET NAM CLOUD TECHNOLOGY JOINT STOCK COMPANY,VN,Computer and Information Technology,Internet Service Provider (ISP)
140800,"Floor 1-A, Licogi 13Tower, 164 Khuat Duy Tien, Nhan Chinh Ward, Thanh Xuan District, Ha Noi City",VN,,
140801,HARAVAN TECHNOLOGY CORPORATION,VN,Service,Other
140802,"07-02A, Floor 7, Prime Center,53 Quang Trung, Nguyen Du Ward. Hai Ba Trung District, HN",VN,,
140803,"8, 19/5 Street, Thang Town, Hiep Hoa, Bac Giang, Viet Nam",VN,,
140804,JOBKEY JOINT STOCK COMPANY,VN,,
140805,TIN VIET TECHNOLOGY ENGINEERING COMPANY LIMITED,VN,,
140806,"PVS TELECOM CO.LTD.,",VN,Computer and Information Technology,Internet Service Provider (ISP)
140807,Nguyen Ngoc Thanh Trading Limited Company,VN,Computer and Information Technology,Internet Service Provider (ISP)
140808,ONE PLUS INTERNATIONAL CORPORATION,VN,,
140809,MINISTRY OF HOME AFFAIRS OF THE SOCIALIST REPUBLIC OF VIETNAM,VN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140810,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
140811,VIET NAM INTERACTIVE TELEVISION JOINT STOCK COMPANY,VN,Computer and Information Technology,Internet Service Provider (ISP)
140812,"22B, Alley 57 Hoa Binh, Group 14, yen Nghia Ward, Ha Dong District, Ha Noi",VN,,
140813,DIGITAL SOLUTION AND TELECOMMUNICATIONS SERVICE JOINT STOCK COMPANY,VN,Computer and Information Technology,Internet Service Provider (ISP)
140814,"Floor 5, 255 Tran Dang Ninh, Dich Vong, Cau Giay District, Ha Noi City",VN,,
140815,HTTVSERVER TECHNOLOGY COMPANY LIMITED,VN,,
140816,Internet Khong Trung Company,VN,,
140817,ODS ONLINE DATA SOLUTION JOINT STOCK COMPANY,VN,Computer and Information Technology,Internet Service Provider (ISP)
140818,D.I.C Viet Nam Technology Joint Stock Company,VN,Computer and Information Technology,Internet Service Provider (ISP)
140819,"4/2 Dinh Bo Linh, Group 6, Phu Cuong Ward, Thu Dau Mot City, Binh Duong",VN,Education and Research,Other
140820,"P2702 A3 Ecolife Capitol - 58 To Huu, Me Tri Ward, Nam Tu Liem Distrct, Ha Noi City",VN,,
140821,,VN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
140822,ANPHATIDC,VN,Computer and Information Technology,Other
140823,"Group 7, THieu Khanh Ward, Thanh Hoa City, Thanh Hoa, Viet Nam",VN,,
140824,VNIDC TECHNOLOGY COMPANY LIMITED,VN,,
140825,Thien Quang Digital technology joint stock company,VN,,
140826,INTER GROUP VIET NAM JOINT STOCK COMPANY,VN,Computer and Information Technology,Internet Service Provider (ISP)
140827,AZ VIET NAM COMMUNICATIONS TECHNOLOGY COMPANY LIMITED,VN,,
140828,TEKNIX TECHNOLOGY CORPORATION,VN,,
140829,"VMTK . Trading Investment CO., LTD",VN,,
140830,IDS VIET NAM SOLUTION CORPORATION,VN,Computer and Information Technology,Internet Service Provider (ISP)
140831,Data Center of Vietnam National University Ho Chi Minh City,VN,,
140832,"Vietnam F Tech., JSC",VN,Computer and Information Technology,Internet Service Provider (ISP)
140833,INTERDATA JOINT STOCK COMPANY,VN,,
140834,SAIGON TRAVEL SERVICE TRADING JOINT STOCK COMPANY,VN,Travel and Accommodation,
140835,VAN TRANG PHARMACEUTICAL SUPPLY JOINT STOCK COMPANY,VN,Manufacturing,Chemical and Pharmaceutical Manufacturing
140836,PVS SOFTWARE COMPANY LIMITED,VN,Computer and Information Technology,Internet Service Provider (ISP)
140837,Teleperformance Malaysia Sdn Bhd,MY,Computer and Information Technology,
140838,Mandari Online,BD,Computer and Information Technology,Internet Service Provider (ISP)
140839,Lantech Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
140840,Vetta Online Ltd,NZ,Computer and Information Technology,Internet Service Provider (ISP)
140841,Ling Cloud Corporation Limited,HK,Other,
140842,DCA Networks Pty Ltd,AU,Computer and Information Technology,
140843,Dhamrai Network,BD,Computer and Information Technology,Internet Service Provider (ISP)
140844,Dashnet Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
140845,Threadneedle Investments Singapore (pte.) limited,SG,Service,"Law, Business, and Consulting Services"
140846,"Chengdu Zhiyun Zhifu Technology Co., Ltd",CN,Computer and Information Technology,Software Development
140847,Update Technology,BD,Computer and Information Technology,Internet Service Provider (ISP)
140848,Cixi Sanbei Rongxin Hardware Factory,CN,"Retail Stores, Wholesale, and E-commerce Sites",Other
140849,Pan M Tech Limited,BD,Other,
140850,Maa Internet Service Provider,BD,Computer and Information Technology,
140851,Ryman Healthcare Limited,NZ,Health Care Services,"Nursing, Residential Care Facilities, Assisted Living, and Home Health Care"
140852,China Telecom,CN,Computer and Information Technology,
140853,China Telecom,CN,Computer and Information Technology,
140854,China Telecom,CN,Computer and Information Technology,
140855,China Telecom,CN,Computer and Information Technology,
140856,China Telecom,CN,Computer and Information Technology,
140857,China Telecom,CN,Computer and Information Technology,
140858,China Telecom,CN,Computer and Information Technology,
140859,China Telecom,CN,Computer and Information Technology,
140860,China Telecom,CN,Computer and Information Technology,
140861,China Telecom,CN,Computer and Information Technology,
140862,China Telecom,CN,Computer and Information Technology,
140863,China Telecom,CN,Computer and Information Technology,
140864,R. N. Link,BD,Other,
140865,Masud It,BD,"Retail Stores, Wholesale, and E-commerce Sites",Other
140866,TRUE PACKET SDN BHD,MY,Computer and Information Technology,
140867,"International gateway co., Ltd",TH,Computer and Information Technology,Internet Service Provider (ISP)
140868,Ayao Takata,JP,Computer and Information Technology,Hosting and Cloud Provider
140869,Turing Group Limited,NZ,Computer and Information Technology,
140870,Accelerate Wireless Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
140871,Zeta FZ-LLC,AE,Computer and Information Technology,Software Development
140872,Catalyst Cloud Limited,NZ,Computer and Information Technology,
140873,"CANSHU XINXI JISHU(FS)CO., LTD",CN,Service,"Law, Business, and Consulting Services"
140874,Rapidweb Networks Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
140875,Mega Truenet Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
140876,Splash Internet Pty Ltd,AU,Computer and Information Technology,
140877,Roza Network BD,BD,Computer and Information Technology,Internet Service Provider (ISP)
140878,Philippine National Police,PH,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
140879,Crescent Network Service,BD,Computer and Information Technology,
140880,Monocera Pty Ltd,AU,Computer and Information Technology,
140881,NX Network and Data Solution (NX-Fiber),PH,Computer and Information Technology,Internet Service Provider (ISP)
140882,Cloud Computing HK Limited,HK,Computer and Information Technology,
140883,Zeyond Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
140884,HostLink,AU,Computer and Information Technology,Internet Service Provider (ISP)
140885,FADEDSERVERS PTY LTD,AU,Computer and Information Technology,
140886,China Unicom,CN,Computer and Information Technology,
140887,Mercantile Bank Limited,BD,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
140888,MTN.COM,BD,Computer and Information Technology,
140889,Impex Bd Net,BD,,
140890,McDonald's Corporation,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
140891,UCIT Pty Limited,AU,Computer and Information Technology,
140892,Auswide Services IT,AU,Health Care Services,Hospitals and Medical Centers
140893,St Philip's Christian Education Foundation Ltd,AU,Education and Research,
140894,Blade SAS,FR,Computer and Information Technology,Software Development
140895,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
140896,Lumity Technology Solutions Pty Ltd,AU,Computer and Information Technology,
140897,Ashulia Network,BD,Computer and Information Technology,Internet Service Provider (ISP)
140898,Net City,BD,Other,
140899,"Agora Lab, Inc.",US,Computer and Information Technology,
140900,Getlinks (SMC-Private) Limited,PK,Computer and Information Technology,Software Development
140901,Web Rangers.net,BD,"Retail Stores, Wholesale, and E-commerce Sites",
140902,Infatica Pte. Ltd,SG,Computer and Information Technology,Software Development
140903,China Telecom,CN,Computer and Information Technology,
140904,ADECCO ASIA BUSINESS SOLUTIONS SDN BHD,MY,Other,
140905,Keepit A/S,DK,Computer and Information Technology,Computer and Network Security
140906,MAYA SOFT,BD,Manufacturing,Clothing and Textiles
140907,Vicinity Centres PM Pty Ltd,AU,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
140908,Atlas Surkh Networking Services Company,AF,Computer and Information Technology,
140909,MyNOC Asia Technology Sdn Bhd,MY,"Retail Stores, Wholesale, and E-commerce Sites",Other
140910,Ozot,AU,Manufacturing,Electronics and Computer Components
140911,Tata Communications (CANADA) Ltd.,CA,Computer and Information Technology,
140912,Bajaj Allianz General Insurance Company Limited,IN,Finance and Insurance,Insurance Carriers and Agencies
140913,Hentai Network Lab,CN,Education and Research,
140914,"Hunan Furong Cloud Communication Technology Co., Limited",CN,"Retail Stores, Wholesale, and E-commerce Sites",Other
140916,Marium Network,BD,Computer and Information Technology,
140917,ERA TRADERS,BD,"Retail Stores, Wholesale, and E-commerce Sites",Other
140918,CMKL University,TH,Education and Research,"Colleges, Universities, and Professional Schools"
140919,ASA Concepts Pty Ltd,AU,Computer and Information Technology,
140920,HICLOUDS (SINGAPORE) PTE.LTD.,SG,Computer and Information Technology,Internet Service Provider (ISP)
140921,CONSTRUCTION SCIENCES PTY LTD,AU,Service,"Law, Business, and Consulting Services"
140922,Future Fund Management Agency,AU,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
140923,Global Link,BD,Computer and Information Technology,
140924,MAVENIR SYSTEMS PRIVATE LIMITED,IN,Computer and Information Technology,Other
140925,STAR INTELLITECH HK LIMITED,HK,Other,
140926,Aperture Science Limited,HK,Community Groups and Nonprofits,
140927,SKY MOVIE PHILIPPINES CATV,PH,Computer and Information Technology,Hosting and Cloud Provider
140928,Starhub Ltd.,SG,Computer and Information Technology,Internet Service Provider (ISP)
140929,Starhub Ltd.,SG,Computer and Information Technology,Internet Service Provider (ISP)
140930,Pabna Cable Vision Dot Net,BD,"Media, Publishing, and Broadcasting",Radio and Television Providers
140931,Fibo Global LLC,MN,Computer and Information Technology,Software Development
